NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
28.9,6.9,13.0,,,64.2,14.0
28.8,6.7,26.0,216.0,16.0,67.0,14.0
30.6,6.7,87.0,,,52.3,20.0
28.9,6.8,87.0,830.0,69.0,58.2,28.0
29.9,6.9,17.0,148.0,15.0,65.4,14.0
29.2,6.8,157.0,,,49.0,24.0
32.0,6.7,20.0,176.0,17.0,66.2,8.0
29.6,7.0,11.0,76.0,20.0,58.2,18.0
29.1,7.0,18.0,,,64.8,14.0
29.4,6.9,58.0,,,53.7,22.0
30.2,6.8,66.0,516.0,47.0,65.3,18.0
30.5,6.7,28.0,,,53.3,14.0
,7.1,16.0,,,102.3,20.0
28.5,6.8,29.0,,,63.0,16.0
29.3,6.9,27.0,,,60.5,16.0
29.6,6.9,62.0,,,78.7,26.0
29.4,6.9,25.0,,,64.0,16.0
28.9,6.8,61.0,,,63.3,26.0
31.5,6.9,14.0,,,63.6,19.2
28.7,6.9,42.0,,,52.8,18.0
28.0,6.7,175.0,1590.0,140.0,48.4,26.0
28.3,6.9,61.0,,,56.0,20.0
30.5,6.8,14.0,,,67.6,22.0
30.9,6.9,17.0,,,58.0,18.0
29.2,6.9,33.0,326.0,27.0,73.1,22.0
31.9,7.2,10.0,125.0,14.0,63.0,20.0
30.3,6.8,62.0,494.0,48.0,63.2,22.0
32.0,6.9,23.0,,,64.4,20.0
,6.9,22.0,,,236.0,24.0
29.1,6.9,23.0,,,64.0,14.0
,6.7,19.0,172.0,14.0,73.6,8.0
29.8,6.9,19.0,,,60.6,18.0
30.0,6.9,25.0,210.0,,65.2,20.0
28.1,7.0,10.0,92.0,9.0,64.7,16.0
,6.7,48.0,,,50.8,16.0
31.6,6.7,43.0,,,81.6,28.0
28.9,6.9,46.0,306.0,40.0,55.0,20.0
29.2,7.0,48.0,,,53.6,18.0
31.5,7.1,18.0,134.0,,58.6,16.0
28.8,6.9,96.0,,,48.6,20.0
31.3,7.1,34.0,366.0,45.0,68.2,20.0
29.7,6.9,30.5,323.0,27.0,58.0,18.0
30.6,6.8,36.0,,,63.3,22.0
29.1,6.5,18.0,108.0,8.0,68.8,18.0
28.8,6.7,130.0,,,51.0,26.0
30.2,6.7,26.0,,,62.6,14.0
,6.9,32.0,,,64.1,16.0
29.8,7.0,12.0,,,57.2,16.0
27.0,6.9,13.0,102.0,12.0,61.2,14.0
29.0,6.7,31.0,300.0,26.0,48.9,16.0
28.5,6.9,48.0,,,57.7,20.0
31.4,6.7,18.0,,,68.6,22.4
29.0,7.2,10.0,85.0,9.0,62.3,8.0
30.4,6.8,44.0,,,53.1,20.0
,6.6,9.0,,,65.0,18.0
27.9,6.9,22.0,214.0,18.0,63.0,18.0
30.3,6.8,50.0,430.0,38.0,61.6,22.0
29.1,6.7,62.0,618.0,48.0,68.1,22.4
30.9,6.7,23.0,,,68.4,18.0
,6.8,13.0,,,122.1,24.0
28.8,6.9,18.0,154.0,16.0,94.6,20.0
30.5,6.7,124.0,,,56.8,24.0
30.7,7.1,21.0,205.0,21.0,59.8,18.0
,6.9,25.0,,,55.6,14.0
,7.0,33.0,,,50.6,16.0
28.0,6.9,112.0,,,49.7,24.0
28.8,7.0,21.0,210.0,,58.2,16.0
30.4,6.8,22.0,220.0,22.0,69.3,22.4
29.4,6.8,57.0,530.0,45.0,51.8,24.0
29.8,6.9,15.0,133.0,9.0,66.4,14.0
28.1,6.9,102.0,,,54.3,22.0
28.2,7.0,90.0,912.0,,52.5,26.0
27.9,6.6,88.0,,,60.7,22.0
29.7,7.1,9.0,,,64.6,8.0
31.5,7.0,16.0,,,61.1,14.0
28.6,6.7,130.0,,,52.0,24.0
29.9,6.7,18.0,,,71.0,20.0
30.7,7.1,26.0,,,75.7,22.0
31.3,6.7,19.0,,,96.1,22.4
27.0,7.0,37.0,360.0,,49.7,16.0
30.7,6.9,22.0,184.0,19.0,68.6,20.0
28.3,6.8,56.0,,,64.3,22.0
30.3,6.9,16.0,131.0,14.0,67.4,16.0
29.8,6.8,82.0,772.0,58.0,73.9,36.0
28.7,6.9,20.0,,,68.5,14.0
,7.0,85.0,,,52.0,24.0
30.0,7.0,13.0,,,55.9,14.0
29.2,6.8,26.0,205.0,17.0,54.7,14.0
,6.9,47.0,,,66.4,24.0
28.4,6.6,29.0,252.0,24.0,64.3,16.0
27.6,6.9,137.0,1266.0,111.0,55.6,24.0
28.2,6.9,12.0,110.0,9.0,55.0,16.0
29.4,6.4,22.0,,,60.4,16.0
,6.9,33.0,,,96.2,24.0
30.4,6.9,31.0,221.0,20.0,63.5,20.0
30.8,6.9,13.0,106.0,13.0,71.8,22.0
28.1,6.9,87.0,830.0,66.0,50.0,22.0
31.4,6.7,28.0,250.0,,96.5,28.0
29.5,6.6,18.0,,,75.3,22.4
29.5,6.9,106.0,930.0,80.0,50.5,24.0
31.6,6.7,13.0,115.0,10.0,66.6,20.0
30.5,7.0,23.0,,,98.0,26.0
30.9,6.9,19.0,177.0,,64.6,20.0
28.9,6.6,122.0,,,54.8,26.0
,6.7,16.0,,,64.7,18.0
,6.9,64.0,,,54.9,24.0
30.1,6.9,16.0,,,58.2,18.0
32.0,6.8,10.0,,,67.3,16.0
28.8,7.0,13.0,61.0,15.0,55.1,16.0
28.7,7.0,77.0,,,55.3,20.0
27.5,6.7,25.0,,,64.6,16.0
29.7,6.8,40.0,,,61.4,20.0
30.5,7.1,13.0,102.0,10.0,69.4,22.0
29.3,6.9,16.0,142.0,15.0,63.0,8.0
30.1,6.9,62.0,610.0,,61.7,20.0
28.8,6.7,165.0,1590.0,138.0,49.3,24.0
31.3,7.1,12.0,121.0,,63.2,18.0
31.1,7.0,13.0,,,64.4,22.0
28.2,6.9,32.0,331.0,,48.8,14.0
29.6,6.9,18.0,,,58.6,16.0
29.3,7.0,13.0,110.0,10.0,58.3,8.0
30.1,7.0,15.0,,,58.9,18.0
31.3,7.1,22.0,215.0,22.0,61.4,18.0
,7.1,8.0,,,66.8,14.0
30.3,6.7,27.0,,,61.4,12.0
30.5,7.1,14.0,,,60.2,18.0
29.6,6.9,32.0,383.0,24.0,69.0,22.0
29.7,6.8,96.0,830.0,76.0,53.0,24.0
28.3,6.8,21.0,,,58.6,14.0
29.8,6.7,37.0,,,51.0,16.0
29.1,6.9,22.0,,,66.2,16.0
30.7,6.8,36.0,,,75.1,22.4
29.6,6.6,14.0,91.0,4.0,61.1,16.0
30.4,7.0,18.0,162.0,14.0,61.5,18.0
30.2,7.0,14.0,,,68.7,16.0
28.9,6.8,23.0,,,62.4,14.0
29.9,6.7,17.0,,,68.1,22.0
28.8,7.0,30.0,314.0,32.0,68.5,18.0
31.8,6.9,16.0,,,69.4,18.0
30.0,6.7,32.0,,,49.7,16.0
29.1,6.9,22.0,232.0,19.0,63.5,18.0
30.0,7.2,16.0,,,55.3,18.0
30.1,7.1,18.0,,,64.1,8.0
29.3,6.9,36.0,,,61.0,22.0
,6.8,32.0,283.0,24.0,60.5,24.0
29.1,6.8,83.0,,,54.6,20.0
29.3,6.8,61.0,539.0,45.0,63.7,19.2
30.7,7.0,14.0,78.0,15.0,61.9,18.0
30.8,6.8,65.0,566.0,53.0,71.8,22.4
29.1,7.0,57.0,476.0,40.0,60.0,22.0
30.0,6.9,17.0,,,69.2,22.4
30.9,7.0,21.0,212.0,20.0,73.5,22.0
30.0,7.0,18.0,,,63.8,16.0
30.5,6.9,19.0,,,66.4,22.0
,6.9,37.0,,,329.0,24.0
30.0,6.7,50.0,,,51.7,18.0
28.9,7.0,70.0,,,55.2,20.0
30.5,6.8,61.0,511.0,48.0,80.0,26.0
28.6,6.8,43.0,246.0,42.0,,18.0
30.3,6.7,43.0,,,70.2,25.6
29.3,6.7,18.0,,,65.5,18.0
28.9,6.9,76.0,,,56.6,22.0
29.6,6.9,82.0,,,54.5,24.0
30.2,6.8,41.0,,,60.1,22.0
31.9,7.0,11.0,135.0,16.0,62.9,18.0
29.5,7.1,19.0,,,67.4,14.0
28.9,7.0,18.0,106.0,20.0,61.3,14.0
31.4,7.1,12.0,,,61.8,20.0
,7.1,14.0,,,60.6,18.0
29.0,6.9,145.0,1403.0,123.0,61.1,32.0
32.2,6.7,17.0,,,64.2,22.0
28.9,6.9,93.0,730.0,62.0,65.3,30.0
28.4,7.2,16.0,96.0,9.0,69.5,16.0
29.6,6.9,19.0,,,94.0,26.0
29.0,6.8,64.0,,,76.7,28.0
28.7,6.8,56.0,,,59.1,28.0
28.9,6.6,66.0,,,63.5,28.0
,6.9,30.0,,,61.2,18.0
28.8,6.7,72.0,690.0,53.0,52.6,22.0
30.5,7.0,19.0,,,62.5,18.0
,6.9,34.0,,,71.0,22.0
29.5,7.0,12.0,,,57.4,14.0
28.9,6.7,48.0,451.0,38.0,67.5,24.0
30.4,6.8,32.0,,,76.8,28.0
30.5,6.9,11.0,99.0,9.0,64.4,19.2
28.8,6.8,78.0,778.0,60.0,61.2,24.0
29.0,6.7,23.0,,,63.0,18.0
28.8,6.8,19.0,183.0,19.0,68.4,20.0
28.4,6.9,13.0,,,58.3,14.0
28.5,6.8,38.0,,,63.0,20.0
,6.8,11.0,,,64.4,22.0
30.0,7.1,11.0,,,60.1,16.0
30.6,6.6,19.0,,,65.5,18.0
28.8,6.8,18.0,163.0,15.0,53.3,16.0
28.5,6.6,20.0,119.0,8.0,66.7,18.0
29.9,6.8,40.0,,,62.6,22.0
30.8,6.9,27.0,,,67.4,14.0
,7.0,15.0,,,60.1,20.0
28.0,6.9,13.0,,,69.6,19.2
29.8,7.0,18.0,,,56.3,18.0
28.2,6.8,18.0,163.0,13.0,58.9,14.0
,7.1,52.0,372.0,,97.8,22.0
30.3,6.9,11.0,,,65.8,16.0
28.3,6.9,13.0,123.0,10.0,57.3,16.0
28.8,6.9,38.0,,,56.0,16.0
31.9,7.0,14.0,,,58.0,16.0
29.4,6.8,61.0,,,65.0,30.0
30.0,6.7,42.0,,,62.1,20.0
,7.0,61.0,,,56.4,20.0
,7.0,18.0,,,51.4,14.0
28.4,6.7,131.0,,,51.1,24.0
30.1,7.0,33.0,,,58.8,18.0
,6.9,31.0,,,52.2,20.0
,7.0,14.0,,,76.3,18.0
29.1,7.0,74.0,436.0,67.0,56.2,24.0
,7.1,36.0,,,195.0,22.0
27.5,6.9,14.0,62.0,16.0,59.5,14.0
,6.7,14.0,,,64.0,18.0
29.9,7.0,16.0,,,62.6,20.0
29.3,6.7,84.0,,,64.0,30.0
30.1,6.9,23.0,209.0,25.0,60.8,18.0
29.5,6.9,18.0,183.0,17.0,59.3,16.0
27.2,6.8,12.0,102.0,9.0,61.5,14.0
,6.8,20.0,,,190.9,26.0
28.8,6.8,72.0,,,54.9,22.0
28.8,6.8,94.0,906.0,74.0,65.6,28.0
30.1,6.9,55.0,418.0,48.0,61.2,24.0
28.8,6.6,168.0,,,50.7,20.0
29.5,6.8,35.0,,,57.4,16.0
31.2,6.9,12.0,,,62.4,16.0
30.1,6.8,19.0,191.0,15.0,77.5,19.2
29.7,6.8,60.0,,,56.2,20.0
30.9,6.7,33.0,279.0,27.0,59.3,16.0
31.3,7.1,11.0,102.0,,67.5,20.0
28.7,6.8,41.0,388.0,31.0,51.6,20.0
29.8,6.9,25.0,131.0,29.0,60.6,18.0
31.0,7.0,11.0,,,61.1,18.0
28.9,6.9,19.0,170.0,15.0,64.7,16.0
29.2,6.7,34.0,277.0,26.0,94.2,22.4
32.1,7.0,11.0,,,63.1,22.0
,6.8,78.0,624.0,58.0,61.9,22.0
29.6,7.0,16.0,126.0,10.0,55.6,6.0
29.2,7.0,31.0,319.0,35.0,70.0,26.0
29.7,7.0,14.0,118.0,11.0,59.0,16.0
31.0,7.0,13.0,,,60.9,20.0
30.5,6.9,48.0,,,53.6,20.0
28.6,7.0,13.0,,,55.0,16.0
29.2,6.7,75.0,640.0,54.0,62.0,26.0
32.4,6.8,23.0,,,68.6,22.4
29.4,6.9,20.0,,,66.0,14.0
30.2,6.8,20.0,,,65.2,20.0
28.6,6.8,109.0,,,64.9,30.0
29.7,6.7,29.0,168.0,17.0,71.9,20.0
29.8,7.0,59.0,,,54.7,20.0
29.3,6.8,49.0,404.0,30.0,52.3,20.0
30.6,6.9,43.0,361.0,,106.0,24.0
28.5,6.6,45.0,,,59.6,18.0
20.1,6.8,20.0,129.0,12.0,147.9,18.0
28.5,6.9,14.0,,,57.5,14.0
29.0,6.8,50.0,,,56.4,24.0
29.7,6.9,10.0,88.0,8.0,65.2,16.0
32.3,7.2,11.0,,,58.0,20.0
29.0,6.9,112.0,930.0,85.0,63.4,28.0
29.6,6.9,23.0,251.0,24.0,69.0,24.0
,6.8,18.0,,,86.6,18.0
30.2,7.3,13.0,,,61.2,8.0
28.6,6.8,11.0,113.0,12.0,59.6,14.0
28.4,6.9,46.0,,,57.0,18.0
29.5,6.8,66.0,562.0,51.0,55.3,20.0
28.9,6.8,71.0,,,51.5,24.0
30.0,6.8,12.0,94.0,10.0,115.0,20.0
,6.9,59.0,,,54.8,20.0
29.4,7.0,8.0,56.0,5.0,63.0,16.0
30.0,6.7,16.0,143.0,17.0,105.4,22.0
30.4,7.2,40.0,,,86.6,22.0
28.9,6.7,32.0,319.0,25.0,57.0,18.0
29.5,7.0,18.0,118.0,14.0,60.3,18.0
28.2,6.9,23.0,,,55.9,20.0
30.6,7.0,13.0,,,59.0,20.0
28.8,6.9,34.0,261.0,24.0,59.0,20.0
,6.9,19.0,,,89.8,26.0
,7.0,10.0,,,62.0,22.0
29.7,6.8,90.0,700.0,62.0,60.0,24.0
29.6,6.9,17.0,152.0,13.0,58.2,14.0
31.7,6.8,21.0,,,67.1,22.0
28.4,6.9,45.0,460.0,,63.0,20.0
28.6,7.1,14.0,115.0,14.0,70.0,22.0
28.9,6.7,16.0,,,70.7,14.0
30.7,7.1,20.0,,,65.0,20.0
29.6,6.7,39.0,358.0,29.0,50.1,18.0
30.8,6.7,42.0,,,80.6,28.0
30.8,7.0,11.0,97.0,,63.2,20.0
28.3,6.9,68.0,,,54.2,22.0
31.1,6.7,41.0,,,69.0,22.0
28.8,7.2,9.0,,,59.2,18.0
32.0,7.0,12.0,,,66.3,22.0
30.1,6.8,26.0,,,53.3,14.0
32.1,6.7,24.0,,,71.7,24.0
28.2,6.9,70.0,620.0,47.0,57.0,24.0
30.4,6.9,49.0,425.0,35.0,64.7,28.0
29.8,6.8,22.0,220.0,19.0,68.8,18.0
,7.2,9.0,,,6.0,18.0
29.1,6.8,18.0,,,58.8,14.0
28.8,6.8,99.0,,,66.8,28.0
30.6,6.9,49.0,,,73.0,22.4
29.2,6.8,24.0,,,59.0,16.0
30.0,6.8,64.0,,,66.4,20.0
30.6,6.8,28.0,248.0,20.0,61.8,18.0
29.1,6.8,109.0,1046.0,79.0,71.8,30.0
29.4,6.9,36.0,364.0,31.0,71.4,24.0
28.4,6.9,78.0,,,54.4,20.0
30.1,7.0,16.0,,,60.0,18.0
30.1,6.9,49.0,416.0,35.0,63.6,19.2
30.4,6.9,73.0,710.0,58.0,53.7,22.0
27.5,6.8,108.0,,,58.8,28.0
29.0,6.8,70.0,,,61.8,22.0
30.5,7.2,11.0,,,60.2,8.0
31.4,6.6,23.0,,,75.5,24.0
29.3,6.8,98.0,872.0,78.0,61.5,28.0
30.5,7.0,10.0,68.0,12.0,62.4,16.0
30.7,7.0,18.0,139.0,17.0,66.6,20.0
30.6,6.8,46.0,,,67.2,22.4
29.8,6.8,60.0,,,55.8,20.0
30.2,7.1,9.0,77.0,2.0,64.0,22.0
28.5,6.8,70.0,640.0,56.0,52.0,24.0
30.2,6.7,17.0,144.0,10.0,65.3,26.0
28.6,6.7,21.0,,,62.7,16.0
31.5,6.9,13.0,,,65.2,19.2
29.9,6.9,42.0,,,74.9,24.0
,6.9,18.0,,,248.0,24.0
30.0,7.0,17.0,,,76.8,18.0
30.2,6.9,50.0,,,63.3,26.0
29.0,6.7,32.0,,,55.6,16.0
29.2,6.8,24.0,,,63.2,18.0
28.3,6.9,27.0,255.0,23.0,70.7,20.0
,6.94,16.0,,,57.2,14.0
29.3,7.0,16.0,,,61.2,18.0
29.7,6.9,13.0,,,58.1,16.0
29.8,6.9,22.0,214.0,20.0,65.0,22.0
30.5,6.8,14.0,,,70.1,18.0
28.4,6.9,16.0,134.0,11.0,59.0,16.0
29.4,7.0,12.0,,,71.0,16.0
29.5,6.9,29.0,,,51.7,16.0
31.8,7.1,13.0,,,61.0,16.0
28.4,6.7,13.0,126.0,11.0,60.6,14.0
27.3,7.0,15.0,146.0,14.0,68.0,24.0
28.4,7.0,55.0,327.0,49.0,49.0,20.0
29.8,7.0,16.0,125.0,11.0,55.7,8.0
29.4,6.7,98.0,,,67.1,26.0
29.7,7.0,14.0,112.0,10.0,61.7,8.0
32.6,7.2,9.0,,,58.9,18.0
32.4,6.9,14.0,,,56.0,16.0
30.5,6.8,21.0,169.0,19.0,71.6,16.0
30.0,6.8,17.0,160.0,14.0,56.9,14.0
31.7,6.7,26.0,235.0,25.0,72.5,20.0
31.0,7.0,12.0,116.0,10.0,60.2,18.0
31.9,6.8,16.0,,,66.4,20.0
29.3,6.9,64.0,497.0,44.0,74.0,22.4
28.9,6.9,55.0,,,52.7,18.0
29.2,7.0,14.0,155.0,,58.4,18.0
31.4,6.9,22.0,,,203.9,18.0
29.4,6.8,16.0,155.0,15.0,116.2,18.0
29.6,6.8,89.0,,,71.4,28.0
31.4,6.7,16.0,,,100.4,22.0
28.5,6.9,73.0,620.0,62.0,54.8,20.0
28.0,7.0,91.0,860.0,80.0,58.7,24.0
29.8,7.0,16.0,160.0,,60.6,20.0
30.3,6.9,17.0,,,71.5,19.2
,6.9,62.0,,,54.0,18.0
31.4,6.8,19.0,,,69.0,24.0
29.8,6.9,18.0,155.0,15.0,74.7,24.0
28.0,6.9,19.0,110.0,20.0,62.5,16.0
,6.8,78.0,,,55.6,22.0
30.0,6.7,42.0,359.0,33.0,70.1,19.2
28.6,6.8,117.0,,,46.7,26.0
30.4,6.9,15.0,,,65.8,18.0
29.5,6.8,41.0,,,69.8,22.4
,6.7,13.0,,,63.9,18.0
28.0,6.8,22.0,137.0,20.0,51.6,16.0
30.1,7.0,17.0,,,62.5,22.0
28.8,6.8,117.0,,,52.4,24.0
29.6,7.1,14.0,125.0,14.0,61.1,20.0
28.7,6.8,9.0,113.0,7.0,70.5,19.2
30.5,7.0,18.0,177.0,17.0,64.7,22.0
31.3,7.2,15.0,,,62.0,18.0
30.5,7.0,13.0,94.0,19.0,59.5,18.0
32.1,6.8,10.0,,,62.3,16.0
29.5,6.6,20.0,,,63.1,18.0
30.6,7.1,17.0,,,61.3,18.0
30.0,6.7,28.0,216.0,21.0,91.6,22.4
30.5,6.7,33.0,,,52.2,16.0
30.0,6.9,16.0,,,57.5,18.0
29.8,6.9,46.0,,,59.3,20.0
,6.9,24.0,,,55.9,14.0
31.5,6.8,19.0,,,70.2,20.0
30.6,6.9,49.0,,,60.6,25.6
,,17.0,,,63.7,20.0
29.0,6.8,36.0,,,54.0,20.0
28.7,6.9,24.0,,,49.9,16.0
30.9,6.8,14.0,,,69.6,18.0
29.4,7.0,15.0,143.0,13.0,59.1,18.0
28.8,6.9,26.0,227.0,22.0,52.0,18.0
28.5,6.9,59.0,,,55.3,20.0
28.8,6.8,23.0,239.0,23.0,80.8,24.0
29.5,7.1,13.0,,,58.0,18.0
,7.0,14.0,,,68.5,14.0
29.0,7.1,26.0,254.0,29.0,81.5,26.0
30.2,7.1,12.0,,,58.3,20.0
30.7,6.8,52.0,457.0,50.0,90.2,30.0
,6.9,13.0,,,62.2,16.0
31.2,7.1,11.0,,,66.0,16.0
29.4,6.7,82.0,,,52.0,18.0
29.7,6.9,26.0,266.0,24.0,65.9,22.0
29.4,7.2,21.0,,,68.2,19.2
28.1,6.9,19.0,195.0,20.0,66.2,18.0
30.1,7.0,17.0,142.0,10.0,65.1,22.0
29.5,6.7,118.0,942.0,87.0,48.0,20.0
27.7,7.0,22.0,,,59.8,14.0
29.1,6.8,13.0,,,59.4,16.0
28.7,6.6,14.0,,,112.2,16.0
,6.7,20.0,,,75.4,20.0
29.3,6.8,17.0,,,53.2,14.0
32.1,6.9,11.0,,,63.8,16.0
28.2,6.9,21.0,202.0,20.0,66.0,18.0
29.6,7.0,18.0,172.0,17.0,74.0,18.0
29.7,6.6,83.0,,,48.5,22.0
28.9,6.8,26.0,,,59.7,14.0
30.5,7.0,12.0,76.0,10.0,66.0,18.0
28.8,6.9,53.0,527.0,51.0,54.4,20.0
30.2,6.8,23.0,270.0,23.0,66.0,20.0
29.2,6.9,85.0,722.0,64.0,50.0,26.0
29.1,6.8,76.0,,,65.0,28.0
,6.9,20.0,,,274.0,18.0
,7.1,9.0,86.0,8.0,61.4,8.0
,6.8,15.0,,,90.9,24.0
,6.8,30.0,,,79.7,22.4
28.6,6.7,123.0,,,51.9,26.0
27.9,6.9,94.0,,,63.2,28.0
28.8,6.8,27.0,,,73.7,26.0
28.7,6.9,98.0,,,58.4,26.0
,6.7,86.0,758.0,73.0,69.3,26.0
,7.2,9.0,,,57.0,20.0
29.9,7.1,19.0,,,59.6,18.0
,6.9,76.0,,,65.7,22.4
30.0,7.0,15.0,117.0,12.0,59.0,18.0
28.4,7.0,64.0,510.0,,58.4,20.0
28.3,6.8,29.0,250.0,27.0,74.8,12.8
30.3,7.1,9.0,,,65.3,16.0
28.3,6.7,17.0,165.0,14.0,64.6,14.0
31.0,6.6,35.0,,,66.8,26.0
28.8,7.0,10.0,,,67.1,16.0
30.6,7.1,11.0,95.0,,61.0,16.0
,,26.0,,,154.0,26.0
28.8,6.8,19.0,138.0,12.0,60.4,16.0
29.7,7.0,16.0,103.0,22.0,63.5,20.0
29.6,6.8,67.0,,,68.5,22.4
29.0,6.9,9.0,73.0,9.0,63.5,16.0
29.2,6.9,65.0,,,66.3,24.0
28.1,6.7,54.0,,,57.8,16.0
31.4,7.0,25.0,314.0,33.0,95.5,24.0
30.6,6.9,29.0,,,67.7,22.0
31.2,6.6,18.0,,,62.3,18.0
29.5,7.0,69.0,,,60.8,25.6
28.8,6.7,36.0,,,62.1,16.0
27.9,6.9,18.0,118.0,18.0,60.5,14.0
30.5,6.8,16.0,,,108.1,18.0
30.9,7.2,20.0,,,59.0,18.0
32.6,7.0,15.0,,,64.7,16.0
28.9,6.9,14.0,99.0,,61.9,18.0
29.8,7.1,9.0,84.0,9.0,59.9,20.0
30.8,7.1,11.0,,,61.9,18.0
30.5,6.9,36.0,,,75.9,20.0
29.5,7.0,22.0,258.0,26.0,73.6,22.0
30.7,7.0,17.0,,,55.7,20.0
29.6,6.7,47.0,400.0,32.0,67.0,25.6
30.0,6.9,40.0,243.0,17.0,56.4,18.0
31.3,6.9,23.0,220.0,,58.5,20.0
29.2,7.0,14.0,,,56.2,14.0
,6.7,18.0,,,63.0,18.0
31.3,7.1,19.0,,,62.2,20.0
30.0,6.8,30.0,,,51.5,16.0
29.0,7.0,12.0,,,68.8,16.0
30.8,6.7,35.0,330.0,,77.9,26.0
29.4,6.9,20.0,219.0,20.0,53.8,14.0
28.4,6.8,15.0,,,66.0,16.0
30.2,6.7,20.0,,,58.8,14.0
29.2,6.8,87.0,690.0,56.0,62.6,30.0
27.5,7.0,48.0,392.0,,57.9,18.0
,6.9,28.0,,,59.0,18.0
29.8,6.7,66.0,,,77.4,30.0
28.3,6.7,33.0,320.0,23.0,54.5,18.0
29.5,6.9,65.0,522.0,43.0,67.7,25.6
,6.9,23.0,132.0,20.0,51.3,16.0
28.3,6.9,75.0,,,50.9,22.0
30.6,6.7,68.0,,,68.2,22.4
28.8,6.9,109.0,1010.0,104.0,57.0,24.0
,6.8,31.0,293.0,,63.3,20.0
29.4,6.8,166.0,1572.0,130.0,55.4,32.0
31.2,7.0,16.0,,,68.7,20.0
29.7,7.2,11.0,,,60.8,8.0
30.1,7.2,22.0,,,58.4,20.0
,7.0,21.0,,,130.5,20.0
30.4,6.6,22.0,172.0,16.0,63.9,18.0
32.5,6.9,14.0,130.0,17.0,60.1,18.0
29.1,6.7,17.0,,,66.1,20.0
28.5,7.0,68.0,550.0,,56.1,18.0
29.7,6.8,50.0,,,52.2,18.0
30.5,7.0,17.0,,,58.4,18.0
31.2,6.9,13.0,,,75.7,16.0
29.8,7.0,73.0,690.0,56.0,57.4,22.0
31.3,7.0,25.0,,,142.0,18.0
30.3,6.9,35.0,,,54.9,16.0
31.5,7.0,,,,65.4,20.0
29.3,7.2,11.0,,,65.6,20.0
28.9,6.8,105.0,,,54.5,22.0
30.1,6.8,48.0,,,73.0,26.0
28.0,6.7,21.0,185.0,16.0,56.0,12.0
29.9,6.8,26.0,244.0,20.0,50.5,16.0
31.9,7.0,11.0,,,63.2,18.0
30.6,6.9,56.0,546.0,58.0,71.1,24.0
29.1,6.9,61.0,362.0,53.0,58.1,22.0
,6.9,46.0,,,55.8,18.0
28.3,6.8,120.0,1185.0,104.0,49.0,24.0
31.3,6.8,15.0,,,68.0,22.0
28.8,6.8,55.0,535.0,42.0,62.0,26.0
30.9,7.0,14.0,,,61.7,20.0
30.5,6.9,15.0,,,61.9,16.0
31.0,6.8,50.0,,,75.0,24.0
31.9,7.1,11.0,94.0,,60.0,16.0
30.3,7.1,11.0,111.0,12.0,67.4,22.0
28.7,6.9,20.0,197.0,16.0,67.8,16.0
28.8,6.8,34.0,,,73.5,19.2
28.4,7.0,36.0,,,49.6,16.0
28.4,6.9,13.0,138.0,15.0,74.0,18.0
30.5,6.8,16.0,149.0,15.0,86.8,24.0
31.9,7.1,10.0,93.0,7.0,55.3,16.0
27.2,6.8,61.0,690.0,57.0,66.6,22.0
28.7,6.8,16.0,126.0,13.0,59.1,14.0
30.1,6.8,14.0,107.0,11.0,108.0,14.0
29.5,6.6,19.0,,,60.9,16.0
29.6,6.8,8.0,,,61.3,14.0
27.3,6.8,100.0,786.0,70.0,62.0,28.0
33.3,7.0,20.0,,,70.8,18.0
30.3,6.8,43.0,,,53.7,20.0
30.5,6.9,16.0,136.0,12.0,87.5,20.0
,6.9,18.0,,,62.2,20.0
28.7,6.7,48.0,,,68.0,24.0
29.2,6.8,60.0,,,51.2,20.0
30.0,6.9,34.0,301.0,33.0,72.7,28.0
28.3,6.9,20.0,166.0,19.0,97.4,24.0
28.9,6.7,47.0,400.0,38.0,64.9,16.0
28.8,6.9,25.0,,,60.6,16.0
29.3,6.8,40.0,,,72.1,22.4
32.1,6.9,15.0,,,61.0,20.0
29.1,7.0,61.0,,,53.3,18.0
29.8,6.8,19.0,,,64.6,14.0
31.2,6.9,12.0,,,70.3,16.0
29.4,6.7,114.0,,,47.4,20.0
31.5,6.7,53.0,,,50.0,20.0
30.0,6.9,40.0,,,64.2,24.0
31.0,6.9,14.0,,,64.2,16.0
28.5,7.0,37.0,410.0,,52.0,20.0
30.6,7.1,18.0,172.0,18.0,62.2,20.0
31.4,6.7,38.0,359.0,39.0,92.7,20.0
30.2,6.9,45.0,,,67.5,20.0
29.4,7.0,13.0,,,55.8,16.0
30.8,6.7,43.0,401.0,35.0,94.6,30.0
29.1,7.0,65.0,612.0,58.0,55.8,20.0
29.7,7.0,10.0,,,61.7,16.0
29.5,7.0,71.0,,,52.8,24.0
30.8,7.0,39.0,339.0,35.0,82.6,18.0
30.3,7.1,16.0,,,56.4,16.0
28.9,6.9,14.0,,,56.8,16.0
29.4,7.0,15.0,150.0,,59.0,20.0
29.2,6.8,94.0,866.0,86.0,53.1,24.0
28.5,6.9,55.0,,,50.6,20.0
29.3,6.7,30.0,,,71.3,19.2
29.0,6.5,18.0,110.0,9.0,66.0,20.0
30.0,7.1,12.0,124.0,11.0,69.6,22.0
